"","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedSequences","basisOfRecord","canonicalName","catalogNumber","class","classKey","cloc","collectionCode","collectionID","collectionKey","combinationAuthors","combinationYear","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","degreeOfEstablishment","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","eventType","family","familyKey","fieldNotes","fieldNumber","footprintWKT","fullCountry","gbifID","gbifRegion","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","higherGeographyID","hostingOrganizationKey","http://unknown.org/captive_cultivated","http://unknown.org/nick","http://unknown.org/verbatimLabel","identificationID","identificationQualifier","identificationRemarks","identifiedBy","identifier","individualCount","infraspecificEpithet","installationKey","institutionCode","institutionID","institutionKey","isInCluster","ISO2","isSequenced","iucnRedListCategory","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","materialEntityID","modified","month","municipality","nameAccordingTo","namePublishedInYear","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","organismQuantity","organismQuantityType","organismRemarks","organismScope","otherCatalogNumbers","ownerInstitutionCode","parentEventID","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","projectId","protocol","publishedByGbifRegion","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rightsHolder","sampleSizeUnit","samplingEffort","samplingProtocol","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimIdentification","verbatimLocality","verbatimScientificName","verbatimSRS","verbatimTaxonRank","vernacularName","vitality","year","downloadDate"
"12","Heteromys australis Thomas, 1901",2439568,NA,"Antioquia","Cocorná",NA,"PRESERVED_SPECIMEN",NA,NA,"Mammalia",359,"Vereda Santa Rita, Sitio El retiro, Antioquia, Cocorná, Colombia, SOUTH_AMERICA","CSJ-m","https://scientific-collections.gbif.org/collection/f2b9b359-0513-46b0-859e-412b351f04bb",NA,NA,NA,"SOUTH_AMERICA",NA,12,"Colombia",110,NA,"719fcac3-f4a1-49d1-ba9e-62522d0dbd22","Convenio Masbosques-Cornare","2019-10-25T00:00:00",13,NA,NA,NA,NA,NA,256,"native","2019-09-13",NA,NA,"09:00",NA,"Heteromyidae",5504,NA,"LMVO175",NA,"Colombia","3390875474","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84","Laura M. Vargas","2019-09-13",NA,NA,NA,NA,"Bosque intervenido","Animalia | Chordata | Mammalia | Rodentia | Heteromyidae | Heteromys",NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,"Juan M Martinez C.","ITM:CSJ-m:1211",1,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Instituto Tecnológico Metropolitano (ITM)","800.214.750-7",NA,FALSE,"CO",FALSE,"LC",3390875474,"Animalia",1,NA,"2025-01-22T19:34:56.959+00:00","2025-01-31T21:56:36.451+00:00","2025-01-31T21:56:36.451+00:00",5.88441,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Adult","Vereda Santa Rita, Sitio El retiro",NA,NA,NA,-75.14839,NA,NA,9,NA,NA,"1815",NA,"ITM:CSJ-m:1211",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Piel|cráneo|carcaza",NA,NA,"EML","LATIN_AMERICA","CO","34770310-601a-43e0-84fb-ed81661c2d00","Laura María Vargas Ortíz",NA,NA,"Escrotado",NA,NA,"50 trampas","Trampa Sherman","Heteromys australis Thomas, 1901","Male","Heteromys australis",2439568,"australis",256,NA,NA,2439568,"ACCEPTED","SPECIES",NA,NA,NA,NA,"1071 m","Fri Sep 13 00:00:00 COT 2019",NA,NA,NA,NA,NA,NA,NA,2019,2025-04-14
"13","Heteromys australis Thomas, 1901",2439568,"Sólo para uso no comercial","Risaralda","Guática",NA,"PRESERVED_SPECIMEN",NA,"EAFIT-M 1949","Mammalia",359,"Unidad Productiva, Huertos Alto Bonito, La Cartama SAS, Risaralda, Guática, Colombia, SOUTH_AMERICA","EAFIT","https://scientific-collections.gbif.org/collection/bf2fdc2f-8ab1-4b41-8392-dc547291ff12","bf2fdc2f-8ab1-4b41-8392-dc547291ff12",NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",131,NA,"8833ca14-d2a7-4516-8295-9617f15950f1","Cartama SAS",NA,18,NA,"En colección",NA,2200,NA,322,NA,"2019-11-18",NA,NA,NA,"Muestra","Heteromyidae",5504,NA,NA,NA,"Colombia","3890564563","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84","Juan Manuel Martínez Cerón (JMC)",NA,NA,NA,NA,NA,"Bosque - Quebrada","Animalia | Chordata | Mammalia | Rodentia","América|Sudamérica|Colombia|Risaralda|Guática","TGN:1000741","c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,"Juan Manuel Martínez-Cerón (JMC)","EAFIT:EAFIT-M_1949",1,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad EAFIT (EAFIT)","890.901.389 – 5","e12cc193-0020-4ca3-aa8b-824e8feb24a0",FALSE,"CO",FALSE,"LC",3890564563,"Animalia",1,"es","2025-03-27T08:11:25.103+00:00","2025-03-27T08:11:46.316+00:00","2025-03-27T08:11:46.316+00:00",5.367162,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,"Unidad Productiva, Huertos Alto Bonito, La Cartama SAS",NA,"CO:27075",NA,-75.788665,NA,"2024-01-01T00:00:00.000+00:00",11,"Vereda Llanogrande",NA,NA,NA,"EAFIT:EAFIT-M_1949",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,"Organismo multicelular",NA,NA,NA,NA,"Chordata",44,"Piel|Cráneo|Esqueleto (ETOH 75%)",NA,"EAFIT","EML","LATIN_AMERICA","CO","57c6cd7f-e50f-441e-849a-3d2e1912cb92","Juan Manuel Martínez-Cerón (JMC)","JMC0460",NA,NA,"Universidad EAFIT",NA,NA,"Transecto trampa victor/sherman","Heteromys australis Thomas, 1901",NA,"Heteromys australis",2439568,"australis",322,NA,NA,2439568,"ACCEPTED","SPECIES","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2025-04-14
"14","Heteromys australis Thomas, 1901",2439568,"Sólo para uso no comercial","Risaralda","Guática",NA,"PRESERVED_SPECIMEN",NA,"EAFIT-M 1950","Mammalia",359,"Unidad Productiva, Huertos Alto Bonito, La Cartama SAS, Risaralda, Guática, Colombia, SOUTH_AMERICA","EAFIT","https://scientific-collections.gbif.org/collection/bf2fdc2f-8ab1-4b41-8392-dc547291ff12","bf2fdc2f-8ab1-4b41-8392-dc547291ff12",NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",131,NA,"8833ca14-d2a7-4516-8295-9617f15950f1","Cartama SAS",NA,18,NA,"En colección",NA,2200,NA,322,NA,"2019-11-18",NA,NA,NA,"Muestra","Heteromyidae",5504,NA,NA,NA,"Colombia","3890564546","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84","Juan Manuel Martínez Cerón (JMC)",NA,NA,NA,NA,NA,"Bosque - Quebrada","Animalia | Chordata | Mammalia | Rodentia","América|Sudamérica|Colombia|Risaralda|Guática","TGN:1000741","c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,"Juan Manuel Martínez-Cerón (JMC)","EAFIT:EAFIT-M_1950",1,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad EAFIT (EAFIT)","890.901.389 – 5","e12cc193-0020-4ca3-aa8b-824e8feb24a0",FALSE,"CO",FALSE,"LC",3890564546,"Animalia",1,"es","2025-03-27T08:11:25.103+00:00","2025-03-27T08:11:46.310+00:00","2025-03-27T08:11:46.310+00:00",5.367162,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,"Unidad Productiva, Huertos Alto Bonito, La Cartama SAS",NA,"CO:27075",NA,-75.788665,NA,"2024-01-01T00:00:00.000+00:00",11,"Vereda Llanogrande",NA,NA,NA,"EAFIT:EAFIT-M_1950",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,"Organismo multicelular",NA,NA,NA,NA,"Chordata",44,"Piel|Cráneo|Esqueleto (ETOH 75%)",NA,"EAFIT","EML","LATIN_AMERICA","CO","57c6cd7f-e50f-441e-849a-3d2e1912cb92","Juan Manuel Martínez-Cerón (JMC)","JMC0461",NA,NA,"Universidad EAFIT",NA,NA,"Transecto trampa victor/sherman","Heteromys australis Thomas, 1901",NA,"Heteromys australis",2439568,"australis",322,NA,NA,2439568,"ACCEPTED","SPECIES","PhysicalObject",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,2025-04-14
"15","Heteromys australis Thomas, 1901",2439568,NA,"Valle del Cauca","Riofrío",NA,"HUMAN_OBSERVATION",NA,"525","Mammalia",359,"PNR Páramo del Duende, Valle del Cauca, Riofrío, Colombia, SOUTH_AMERICA","UV:CONV108:MAMÍFEROS",NA,NA,NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",142,NA,"2d52d641-da1b-4aeb-844b-32ea3322067e","Base de datos de mamíferos CVC 108","2018-02-25T00:00:00",25,NA,NA,NA,2427,0,56,NA,"2018-02-25",NA,NA,NA,NA,"Heteromyidae",5504,"Notas disponibles en la libreta del proyecto",NA,NA,"Colombia","1991396814","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84","Natalia Ferro Muñoz; María Alejandra Hurtado","2018-02-25",NA,NA,NA,NA,"Bosque",NA,NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,"Natalia Ferro Muñoz","UNIVALLE:CONV108:DUENDE:525",1,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad del Valle (UV)","890399010-6",NA,FALSE,"CO",FALSE,"LC",1991396814,"Animalia",1,"es","2025-01-23T15:09:51.355+00:00","2025-01-31T19:00:14.045+00:00","2025-01-31T19:00:14.045+00:00",4.048528,"http://creativecommons.org/publicdomain/zero/1.0/legalcode","Adult","PNR Páramo del Duende","GPS",NA,"DIVIPOLA 20151231",-76.458194,NA,NA,2,"Fenicia","The IUCN Red List of Threatened Species. 2018. Avalaible at: http://www.iucnredlist.org/",NA,"ICZN","UNIVALLE:CONV108:DUENDE:525",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,"Resolución 1070 del 28 de agosto de 2015",NA,NA,NA,"Chordata",44,NA,"Heteromys australis Thomas, 1901",NA,"EML","LATIN_AMERICA","CO","85be57ed-f187-49c9-b7ff-eaa622e06217","Natalia Ferro Muñoz|María Alejandra Hurtado",NA,NA,NA,NA,NA,"70 Trampas durante 7 noches","Trampa","Heteromys australis Thomas, 1901","Male","Heteromys australis",2439568,"australis",56,NA,NA,2439568,"ACCEPTED","SPECIES","Evento",NA,NA,"Grados minutos segundos",NA,NA,NA,NA,NA,"WGS84",NA,"Ratón mochilero",NA,2018,2025-04-14
"16","Heteromys australis Thomas, 1901",2439568,"Para uso investigativo","Valle del Cauca","Buenaventura",NA,"PRESERVED_SPECIMEN",NA,"CZI-M111","Mammalia",359,"Anchicaya, La Loca, Valle del Cauca, Buenaventura, Colombia, SOUTH_AMERICA","CZI-M","https://www.gbif.org/grscicoll/collection/d1e649cb-bcfd-4f23-8b45-905856d9baa6","d1e649cb-bcfd-4f23-8b45-905856d9baa6",NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",83,NA,"e3dac288-d588-415e-b961-c890dea4e5be",NA,NA,6,NA,"En colección",NA,925,325,96,NA,"2018-04-06",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","3463351317","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84",NA,NA,NA,NA,NA,NA,"Bosque húmedo tropical","Animalia | Chordata | Mammalia | Rodentia | Heteromyidae | Heteromys | australis","América|Sur América|Colombia|Valle del Cauca|Buenaventura",NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,"Sasha Robinson","ICESI:MAMIFEROS:111",1,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad Icesi (ICESI)","890.316.745-5","c4f610a0-d126-4558-b72d-df04d960d77e",FALSE,"CO",FALSE,"LC",3463351317,"Animalia",1,"es","2025-01-22T19:12:47.958+00:00","2025-02-06T18:35:00.835+00:00","2025-02-06T18:35:00.835+00:00",3.57656,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Adult","Anchicaya, La Loca",NA,"CO:76109",NA,-76.88029,NA,"2022-01-31T00:00:00.000+00:00",4,NA,NA,NA,"ICZN","ICESI:MAMIFEROS:111",NA,"PRESENT","Rodentia",1459,NA,NA,NA,"Silvestre",NA,NA,NA,NA,"Heteromyidae","Chordata",44,"Piel|Cráneo",NA,NA,"EML","LATIN_AMERICA","CO","7d91f9bd-f6cd-48e3-ba81-3c228cf5e13a","Manuel Sánchez Martínez","ID29R",NA,NA,NA,NA,"100 trampas por día","Captura manual","Heteromys australis Thomas, 1901","Female","Heteromys australis",2439568,"australis",96,NA,"gbif.org/species/2439568",2439568,"ACCEPTED","SPECIES","PhysicalObject",NA,NA,"Grados, minutos, segundos","746",NA,NA,NA,NA,NA,NA,"Ratón Bolsero Austral",NA,2018,2025-04-14
"17","Heteromys australis Thomas, 1901",2439568,"Para uso investigativo","Valle del Cauca","Buenaventura",NA,"PRESERVED_SPECIMEN",NA,"CZI-M173","Mammalia",359,"Anchicaya, La Loca, Valle del Cauca, Buenaventura, Colombia, SOUTH_AMERICA","CZI-M","https://www.gbif.org/grscicoll/collection/d1e649cb-bcfd-4f23-8b45-905856d9baa6","d1e649cb-bcfd-4f23-8b45-905856d9baa6",NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",83,NA,"e3dac288-d588-415e-b961-c890dea4e5be",NA,NA,5,NA,"En colección",NA,925,325,95,NA,"2018-04-05",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","3463351375","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84",NA,NA,NA,NA,NA,NA,"Bosque húmedo tropical","Animalia | Chordata | Mammalia | Rodentia | Heteromyidae | Heteromys | australis","América|Sur América|Colombia|Valle del Cauca|Buenaventura",NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,"Sasha Robinson","ICESI:MAMIFEROS:173",1,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad Icesi (ICESI)","890.316.745-5","c4f610a0-d126-4558-b72d-df04d960d77e",FALSE,"CO",FALSE,"LC",3463351375,"Animalia",1,"es","2025-01-22T19:12:47.958+00:00","2025-02-06T18:35:01.199+00:00","2025-02-06T18:35:01.199+00:00",3.57656,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Adult","Anchicaya, La Loca",NA,"CO:76109",NA,-76.88029,NA,"2022-02-07T00:00:00.000+00:00",4,NA,NA,NA,"ICZN","ICESI:MAMIFEROS:173",NA,"PRESENT","Rodentia",1459,NA,NA,NA,"Silvestre",NA,NA,NA,NA,"Heteromyidae","Chordata",44,"Piel|Cráneo",NA,NA,"EML","LATIN_AMERICA","CO","7d91f9bd-f6cd-48e3-ba81-3c228cf5e13a","Sasha Robinson","ID19R",NA,NA,NA,NA,"100 trampas por día","Captura manual","Heteromys australis Thomas, 1901","Male","Heteromys australis",2439568,"australis",95,NA,"gbif.org/species/2439568",2439568,"ACCEPTED","SPECIES","PhysicalObject",NA,NA,"Grados, minutos, segundos","746",NA,NA,NA,NA,NA,NA,"Ratón Bolsero Austral",NA,2018,2025-04-14
"18","Heteromys australis Thomas, 1901",2439568,"Para uso investigativo","Valle del Cauca","Buenaventura",NA,"PRESERVED_SPECIMEN",NA,"CZI-M182","Mammalia",359,"Anchicaya, La Loca, Valle del Cauca, Buenaventura, Colombia, SOUTH_AMERICA","CZI-M","https://www.gbif.org/grscicoll/collection/d1e649cb-bcfd-4f23-8b45-905856d9baa6","d1e649cb-bcfd-4f23-8b45-905856d9baa6",NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",83,NA,"e3dac288-d588-415e-b961-c890dea4e5be",NA,NA,5,NA,"En colección",NA,925,325,95,NA,"2018-04-05",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","3463351393","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84",NA,NA,NA,NA,NA,NA,"Bosque húmedo tropical","Animalia | Chordata | Mammalia | Rodentia | Heteromyidae | Heteromys | australis","América|Sur América|Colombia|Valle del Cauca|Buenaventura",NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,"Manuel Andrés Sánchez-Martínez","ICESI:MAMIFEROS:182",1,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad Icesi (ICESI)","890.316.745-5","c4f610a0-d126-4558-b72d-df04d960d77e",FALSE,"CO",FALSE,"LC",3463351393,"Animalia",1,"es","2025-01-22T19:12:47.958+00:00","2025-02-06T18:35:01.245+00:00","2025-02-06T18:35:01.245+00:00",3.57656,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Adult","Anchicaya, La Loca",NA,"CO:76109",NA,-76.88029,NA,"2022-02-07T00:00:00.000+00:00",4,NA,NA,NA,"ICZN","ICESI:MAMIFEROS:182",NA,"PRESENT","Rodentia",1459,NA,NA,NA,"Silvestre",NA,NA,NA,NA,"Heteromyidae","Chordata",44,"Piel|Cráneo",NA,NA,"EML","LATIN_AMERICA","CO","7d91f9bd-f6cd-48e3-ba81-3c228cf5e13a","Manuel Sánchez Martínez","15R",NA,NA,NA,NA,"100 trampas por día","Captura manual","Heteromys australis Thomas, 1901","Female","Heteromys australis",2439568,"australis",95,NA,"gbif.org/species/2439568",2439568,"ACCEPTED","SPECIES","PhysicalObject",NA,NA,"Grados, minutos, segundos","746",NA,NA,NA,NA,NA,NA,"Ratón Bolsero Austral",NA,2018,2025-04-14
"19","Heteromys australis Thomas, 1901",2439568,NA,"Antioquia","Ituango",NA,"HUMAN_OBSERVATION",NA,NA,"Mammalia",359,"La Honda, Predio El Totumo, Antioquia, Ituango, Colombia, SOUTH_AMERICA",NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",69,NA,"c8565eef-a9f6-49a4-bf8d-7c8416361a99",NA,NA,3,NA,NA,NA,393.04,NA,154,NA,"2018-06-03",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","3895574575","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,NA,"EPM:RescateFauna_ICA-17:Ficha_No._06_42",1,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Empresas Públicas de Medellín E.S.P. (EPM)","811.024.803-3",NA,FALSE,"CO",FALSE,"LC",3895574575,"Animalia",1,"es","2025-01-22T11:43:20.627+00:00","2025-02-01T00:58:27.661+00:00","2025-02-01T00:58:27.661+00:00",7.080142,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"La Honda, Predio El Totumo",NA,NA,NA,-75.754605,NA,NA,6,NA,NA,NA,NA,"EPM:RescateFauna_ICA-17:Ficha_No._06_42","Para reubicación","PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,"Ficha No. 06_42",NA,NA,NA,"Chordata",44,NA,NA,NA,"EML","LATIN_AMERICA","CO","d42b7e5d-a3e5-4fc2-8b3d-105336d70898",NA,NA,NA,NA,NA,NA,NA,NA,"Heteromys australis Thomas, 1901",NA,"Heteromys australis",2439568,"australis",154,NA,NA,2439568,"ACCEPTED","SPECIES","Event",NA,NA,"Coordenadas proyectadas","393.04","2018/06/03 00:00:00","Heteromys australis",NA,NA,"MAGNA-SIRGAS origen Oeste",NA,"Ratón",NA,2018,2025-04-14
"20","Heteromys australis Thomas, 1901",2439568,NA,"Antioquia","Ituango",NA,"HUMAN_OBSERVATION",NA,NA,"Mammalia",359,"Predio El Totumo, Antioquia, Ituango, Colombia, SOUTH_AMERICA",NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",69,NA,"c8565eef-a9f6-49a4-bf8d-7c8416361a99",NA,NA,3,NA,NA,NA,419.13,NA,154,NA,"2018-06-03",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","3895575401","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,NA,"EPM:RescateFauna_ICA-17:Ficha_No._06_42_Reubicado",1,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Empresas Públicas de Medellín E.S.P. (EPM)","811.024.803-3",NA,FALSE,"CO",FALSE,"LC",3895575401,"Animalia",1,"es","2025-01-22T11:43:20.627+00:00","2025-02-01T00:58:27.715+00:00","2025-02-01T00:58:27.715+00:00",7.083892,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Predio El Totumo",NA,NA,NA,-75.754013,NA,NA,6,NA,NA,NA,NA,"EPM:RescateFauna_ICA-17:Ficha_No._06_42_Reubicado","Reubicado","PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,"Ficha No. 06_42",NA,NA,NA,"Chordata",44,NA,NA,NA,"EML","LATIN_AMERICA","CO","d42b7e5d-a3e5-4fc2-8b3d-105336d70898",NA,NA,NA,NA,NA,NA,NA,NA,"Heteromys australis Thomas, 1901",NA,"Heteromys australis",2439568,"australis",154,NA,NA,2439568,"ACCEPTED","SPECIES","Event",NA,NA,"Coordenadas proyectadas","419.13",NA,"Heteromys australis","Predio El Totumo",NA,"MAGNA-SIRGAS origen Oeste",NA,"Ratón",NA,2018,2025-04-14
"21","Heteromys australis Thomas, 1901",2439568,NA,"Antioquia","Ituango",NA,"HUMAN_OBSERVATION",NA,NA,"Mammalia",359,"Antioquia, Ituango, Colombia, SOUTH_AMERICA",NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",69,NA,"c8565eef-a9f6-49a4-bf8d-7c8416361a99",NA,NA,3,NA,NA,NA,410,NA,154,NA,"2018-06-03",NA,NA,"09:25:00",NA,"Heteromyidae",5504,NA,"Ficha No. 06_34",NA,"Colombia","3895550227","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84",NA,NA,NA,NA,NA,NA,"Vegetación secundaria alta",NA,NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,NA,"EPM:RescateFauna_ICA-19:4503",1,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Empresas Públicas de Medellín E.S.P. (EPM)","811.024.803-3",NA,FALSE,"CO",FALSE,"LC",3895550227,"Animalia",1,"es","2025-01-22T11:43:20.627+00:00","2025-02-01T00:58:25.847+00:00","2025-02-01T00:58:25.847+00:00",7.080142,"http://creativecommons.org/licenses/by/4.0/legalcode","Adult",NA,NA,NA,NA,-75.754605,NA,NA,6,NA,NA,NA,NA,"EPM:RescateFauna_ICA-19:4503","Para reubicación","PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,NA,NA,NA,"EML","LATIN_AMERICA","CO","d42b7e5d-a3e5-4fc2-8b3d-105336d70898","Refocosta",NA,NA,NA,NA,NA,NA,"Captura manual","Heteromys australis Thomas, 1901","Indeterminate","Heteromys australis",2439568,"australis",154,NA,NA,2439568,"ACCEPTED","SPECIES","Event",NA,NA,"Coordenadas proyectadas","410","3/06/2018","Heteromys australis",NA,NA,"MAGNA-SIRGAS origen Oeste",NA,"Ratón",NA,2018,2025-04-14
"22","Heteromys australis Thomas, 1901",2439568,NA,"Antioquia","Ituango",NA,"HUMAN_OBSERVATION",NA,NA,"Mammalia",359,"Predio El Totumo, Antioquia, Ituango, Colombia, SOUTH_AMERICA",NA,NA,NA,NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",69,NA,"c8565eef-a9f6-49a4-bf8d-7c8416361a99",NA,NA,3,NA,NA,NA,438,NA,154,NA,"2018-06-03",NA,NA,"11:20:00",NA,"Heteromyidae",5504,NA,"Ficha No. 06_34",NA,"Colombia","3895545565","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84",NA,NA,NA,NA,NA,NA,"Vegetación secundaria alta",NA,NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,NA,"EPM:RescateFauna_ICA-19:4503_Reubicado",1,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Empresas Públicas de Medellín E.S.P. (EPM)","811.024.803-3",NA,FALSE,"CO",FALSE,"LC",3895545565,"Animalia",1,"es","2025-01-22T11:43:20.627+00:00","2025-02-01T00:58:25.512+00:00","2025-02-01T00:58:25.512+00:00",7.083892,"http://creativecommons.org/licenses/by/4.0/legalcode","Adult","Predio El Totumo",NA,NA,NA,-75.754013,NA,NA,6,NA,NA,NA,NA,"EPM:RescateFauna_ICA-19:4503_Reubicado","Reubicado","PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,NA,NA,NA,"EML","LATIN_AMERICA","CO","d42b7e5d-a3e5-4fc2-8b3d-105336d70898","Refocosta",NA,NA,NA,NA,NA,NA,"Captura manual","Heteromys australis Thomas, 1901","Indeterminate","Heteromys australis",2439568,"australis",154,NA,NA,2439568,"ACCEPTED","SPECIES","Event",NA,NA,"Coordenadas proyectadas","438,8937378","3/06/2018","Heteromys australis","Predio El Totumo",NA,"MAGNA-SIRGAS origen Oeste",NA,"Ratón",NA,2018,2025-04-14
