"","acceptedScientificName","acceptedTaxonKey","accessRights","adm1","adm2","associatedSequences","basisOfRecord","canonicalName","catalogNumber","class","classKey","cloc","collectionCode","collectionID","collectionKey","combinationAuthors","combinationYear","continent","coordinatePrecision","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","degreeOfEstablishment","disposition","dynamicProperties","elevation","elevationAccuracy","endDayOfYear","establishmentMeans","eventDate","eventID","eventRemarks","eventTime","eventType","family","familyKey","fieldNotes","fieldNumber","footprintWKT","fullCountry","gbifID","gbifRegion","genericName","genus","genusKey","geodeticDatum","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","higherGeographyID","hostingOrganizationKey","http://unknown.org/captive_cultivated","http://unknown.org/nick","http://unknown.org/verbatimLabel","identificationID","identificationQualifier","identificationRemarks","identifiedBy","identifier","individualCount","infraspecificEpithet","installationKey","institutionCode","institutionID","institutionKey","isInCluster","ISO2","isSequenced","iucnRedListCategory","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","lon","materialEntityID","modified","month","municipality","nameAccordingTo","namePublishedInYear","nomenclaturalCode","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismID","organismQuantity","organismQuantityType","organismRemarks","organismScope","otherCatalogNumbers","ownerInstitutionCode","parentEventID","parentNameUsage","phylum","phylumKey","preparations","previousIdentifications","projectId","protocol","publishedByGbifRegion","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","reproductiveCondition","rightsHolder","sampleSizeUnit","samplingEffort","samplingProtocol","scientificName","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","typeStatus","typifiedName","verbatimCoordinateSystem","verbatimElevation","verbatimEventDate","verbatimIdentification","verbatimLocality","verbatimScientificName","verbatimSRS","verbatimTaxonRank","vernacularName","vitality","year","downloadDate"
"215","Heteromys australis Thomas, 1901",2439568,NA,"Valle del Cauca","Cali",NA,"PRESERVED_SPECIMEN",NA,"ColeccMamif:6038","Mammalia",359,"Valle del Cauca, Cali, Colombia, SOUTH_AMERICA","UV","https://scientific-collections.gbif.org/collection/d96110c9-c2a6-4230-b764-75b16eea36c8",NA,NA,NA,"SOUTH_AMERICA",NA,1783,"Colombia",268,NA,"64a88778-8de7-4dd0-af39-2d094102cbde","Mamíferos de la colección de la Universidad del Valle",NA,4,NA,"En colección",NA,NA,NA,185,NA,"1969-07-04",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","1078917042","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84","Daniela Arenas Viveros","2014-07-14","Método Radio-Punto",NA,"Instituto Geográfico Agustín Codazzi. Sistema de información geográfico para la planeación y el ordenamiento territorial (SIGOT). 2008. Cali, escala 1:500.000, Plancha 299. Bogotá D.C.","Verificado por el custodio de los datos",NA,NA,NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,NA,"UNIVALLE:ColeccMamif:UV:06038",NA,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad del Valle (UV)","890399010-6",NA,FALSE,"CO",FALSE,"LC",1078917042,"Animalia",1,NA,"2025-01-18T00:21:14.475+00:00","2025-01-31T21:23:51.551+00:00","2025-01-31T21:23:51.551+00:00",3.444086,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"División Político-administrativa de Colombia Divipola, 20140628",NA,NA,-76.620369,NA,"2014-08-20T00:00:00.000+00:00",7,"Pichinde","Catalogue of life",NA,"ICZN","UNIVALLE:ColeccMamif:UV:06038",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Piel|cráneo",NA,NA,"EML","LATIN_AMERICA","CO","85be57ed-f187-49c9-b7ff-eaa622e06217","Lucio Velásquez","HTC-3088",NA,NA,NA,NA,NA,NA,"Heteromys australis Thomas, 1901","Female","Heteromys australis",2439568,"australis",185,NA,NA,2439568,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"1969-07-04",NA,NA,NA,NA,NA,"Ratón chácaro chocoano",NA,1969,2025-04-14
"216","Heteromys australis Thomas, 1901",2439568,NA,"Valle del Cauca","Cali",NA,"PRESERVED_SPECIMEN",NA,"ColeccMamif:6034","Mammalia",359,"Finca Bellavista, Valle del Cauca, Cali, Colombia, SOUTH_AMERICA","UV","https://scientific-collections.gbif.org/collection/d96110c9-c2a6-4230-b764-75b16eea36c8",NA,NA,NA,"SOUTH_AMERICA",NA,1783,"Colombia",268,NA,"64a88778-8de7-4dd0-af39-2d094102cbde","Mamíferos de la colección de la Universidad del Valle",NA,6,NA,"En colección",NA,1900,0,66,NA,"1968-03-06",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","1078917006","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84","Daniela Arenas Viveros","2014-07-14","Método Radio-Punto",NA,"Instituto Geográfico Agustín Codazzi. Sistema de información geográfico para la planeación y el ordenamiento territorial (SIGOT). 2008. Cali, escala 1:500.000, Plancha 299. Bogotá D.C.","Verificado por el custodio de los datos",NA,NA,NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,NA,"UNIVALLE:ColeccMamif:UV:06034",NA,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad del Valle (UV)","890399010-6",NA,FALSE,"CO",FALSE,"LC",1078917006,"Animalia",1,NA,"2025-01-18T00:21:14.475+00:00","2025-01-31T21:23:51.554+00:00","2025-01-31T21:23:51.554+00:00",3.444086,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"Finca Bellavista","División Político-administrativa de Colombia Divipola, 20140628",NA,NA,-76.620369,NA,"2014-08-20T00:00:00.000+00:00",3,"Pichinde","Catalogue of life",NA,"ICZN","UNIVALLE:ColeccMamif:UV:06034",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Piel|cráneo",NA,NA,"EML","LATIN_AMERICA","CO","85be57ed-f187-49c9-b7ff-eaa622e06217","Lucio Velásquez","HTC-2226",NA,NA,NA,NA,NA,NA,"Heteromys australis Thomas, 1901","Female","Heteromys australis",2439568,"australis",66,NA,NA,2439568,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"1968-03-06",NA,NA,NA,NA,NA,"Ratón chácaro chocoano",NA,1968,2025-04-14
"217","Heteromys australis Thomas, 1901",2439568,NA,"Valle del Cauca","Cali",NA,"PRESERVED_SPECIMEN",NA,"ColeccMamif:6035","Mammalia",359,"Valle del Cauca, Cali, Colombia, SOUTH_AMERICA","UV","https://scientific-collections.gbif.org/collection/d96110c9-c2a6-4230-b764-75b16eea36c8",NA,NA,NA,"SOUTH_AMERICA",NA,997,"Colombia",268,NA,"64a88778-8de7-4dd0-af39-2d094102cbde","Mamíferos de la colección de la Universidad del Valle",NA,25,NA,"En colección",NA,1900,0,207,NA,"1968-07-25",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","1078916978","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84","Daniela Arenas Viveros","2014-07-14","Método Radio-Punto",NA,"Instituto Geográfico Agustín Codazzi. Sistema de información geográfico para la planeación y el ordenamiento territorial (SIGOT). 2008. Cali, escala 1:500.000, Plancha 299. Bogotá D.C.","Verificado por el custodio de los datos",NA,NA,NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,NA,"UNIVALLE:ColeccMamif:UV:06035",NA,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad del Valle (UV)","890399010-6",NA,FALSE,"CO",FALSE,"LC",1078916978,"Animalia",1,NA,"2025-01-18T00:21:14.475+00:00","2025-01-31T21:23:51.551+00:00","2025-01-31T21:23:51.551+00:00",3.444086,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"División Político-administrativa de Colombia Divipola, 20140628",NA,NA,-76.620369,NA,"2014-08-20T00:00:00.000+00:00",7,"Pichinde","Catalogue of life",NA,"ICZN","UNIVALLE:ColeccMamif:UV:06035",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Piel|cráneo",NA,NA,"EML","LATIN_AMERICA","CO","85be57ed-f187-49c9-b7ff-eaa622e06217","Lucio Velásquez","HTC-2763",NA,NA,NA,NA,NA,NA,"Heteromys australis Thomas, 1901","Female","Heteromys australis",2439568,"australis",207,NA,NA,2439568,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"1968-07-25",NA,NA,NA,NA,NA,"Ratón chácaro chocoano",NA,1968,2025-04-14
"218","Heteromys australis australis",4263264,NA,"Valle del Cauca",NA,NA,"PRESERVED_SPECIMEN",NA,"USNM 483975","Mammalia",359,"Rio Dagua, 14 Km E Buenaventura, Valle del Cauca, Colombia, SOUTH_AMERICA","MAMM","urn:uuid:59e56a59-8615-4e0c-841d-eb88f3876b22","c0e59491-e319-4822-90bf-3e3c6fbd4a13",NA,NA,"SOUTH_AMERICA",NA,NA,"Colombia",443,NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","NMNH Extant Biology",NA,20,NA,NA,NA,NA,NA,20,NA,"1967-01-20",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","1319663650","LATIN_AMERICA","Heteromys","Heteromys",2439567,NA,NA,NA,NA,NA,NA,NA,NA,"Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Castorimorpha, Heteromyidae, Heteromyinae","South America, Colombia, Valle del Cauca",NA,"bc092ff0-02e4-11dc-991f-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/36cdf7dcc-6ba5-44f5-8665-83fbae567610",1,"australis","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","USNM","urn:lsid:biocol.org:col:34871","586ee56e-b0fe-4dff-b7f9-aeb104f3308a",FALSE,"CO",FALSE,NA,1319663650,"Animalia",1,NA,"2025-04-02T10:12:38.616+00:00","2025-04-02T13:06:29.764+00:00","2025-04-02T13:06:29.764+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"Rio Dagua, 14 Km E Buenaventura",NA,NA,NA,NA,NA,"2020-09-17T14:59:00.000+00:00",1,NA,NA,NA,NA,"http://n2t.net/ark:/65665/36cdf7dcc-6ba5-44f5-8665-83fbae567610",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,NA,"EML","NORTH_AMERICA","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","M. Thomas & A. Arata","763",NA,NA,NA,NA,NA,NA,"Heteromys australis australis","Male","Heteromys australis",2439568,"australis",20,NA,NA,4263264,"ACCEPTED","SUBSPECIES",NA,NA,NA,NA,NA,"20 Jan 1967",NA,NA,NA,NA,NA,NA,NA,1967,2025-04-14
"219","Heteromys australis Thomas, 1901",2439568,NA,"Valle del Cauca","Cali",NA,"PRESERVED_SPECIMEN",NA,"ColeccMamif:6031","Mammalia",359,"Valle del Cauca, Cali, Colombia, SOUTH_AMERICA","UV","https://scientific-collections.gbif.org/collection/d96110c9-c2a6-4230-b764-75b16eea36c8",NA,NA,NA,"SOUTH_AMERICA",NA,997,"Colombia",268,NA,"64a88778-8de7-4dd0-af39-2d094102cbde","Mamíferos de la colección de la Universidad del Valle",NA,17,NA,"En colección",NA,1800,0,17,NA,"1967-01-17",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","1078917093","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84","Daniela Arenas Viveros","2014-07-14","Método Radio-Punto",NA,"Instituto Geográfico Agustín Codazzi. Sistema de información geográfico para la planeación y el ordenamiento territorial (SIGOT). 2008. Cali, escala 1:500.000, Plancha 299. Bogotá D.C.","Verificado por el custodio de los datos",NA,NA,NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,NA,"UNIVALLE:ColeccMamif:UV:06031",NA,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad del Valle (UV)","890399010-6",NA,FALSE,"CO",FALSE,"LC",1078917093,"Animalia",1,NA,"2025-01-18T00:21:14.475+00:00","2025-01-31T21:23:51.551+00:00","2025-01-31T21:23:51.551+00:00",3.444086,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"División Político-administrativa de Colombia Divipola, 20140628",NA,NA,-76.620369,NA,"2014-08-20T00:00:00.000+00:00",1,"Pichinde","Catalogue of life",NA,"ICZN","UNIVALLE:ColeccMamif:UV:06031",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Piel|cráneo",NA,NA,"EML","LATIN_AMERICA","CO","85be57ed-f187-49c9-b7ff-eaa622e06217","Lucio Velásquez","HTC-1398",NA,NA,NA,NA,NA,NA,"Heteromys australis Thomas, 1901","Female","Heteromys australis",2439568,"australis",17,NA,NA,2439568,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"1967-01-17",NA,NA,NA,NA,NA,"Ratón chácaro chocoano",NA,1967,2025-04-14
"220","Heteromys australis Thomas, 1901",2439568,NA,"Valle del Cauca","Cali",NA,"PRESERVED_SPECIMEN",NA,"ColeccMamif:6025","Mammalia",359,"Valle del Cauca, Cali, Colombia, SOUTH_AMERICA","UV","https://scientific-collections.gbif.org/collection/d96110c9-c2a6-4230-b764-75b16eea36c8",NA,NA,NA,"SOUTH_AMERICA",NA,1783,"Colombia",268,NA,"64a88778-8de7-4dd0-af39-2d094102cbde","Mamíferos de la colección de la Universidad del Valle",NA,1,NA,"En colección",NA,NA,NA,32,NA,"1967-02-01",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","1078916992","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84","Daniela Arenas Viveros","2014-07-14","Método Radio-Punto",NA,"Instituto Geográfico Agustín Codazzi. Sistema de información geográfico para la planeación y el ordenamiento territorial (SIGOT). 2008. Cali, escala 1:500.000, Plancha 299. Bogotá D.C.","Verificado por el custodio de los datos",NA,NA,NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,NA,"UNIVALLE:ColeccMamif:UV:06025",NA,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad del Valle (UV)","890399010-6",NA,FALSE,"CO",FALSE,"LC",1078916992,"Animalia",1,NA,"2025-01-18T00:21:14.475+00:00","2025-01-31T21:23:51.552+00:00","2025-01-31T21:23:51.552+00:00",3.444086,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"División Político-administrativa de Colombia Divipola, 20140628",NA,NA,-76.620369,NA,"2014-08-20T00:00:00.000+00:00",2,"Pichinde","Catalogue of life",NA,"ICZN","UNIVALLE:ColeccMamif:UV:06025",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Cráneo",NA,NA,"EML","LATIN_AMERICA","CO","85be57ed-f187-49c9-b7ff-eaa622e06217","Lucio Velásquez","HTC-1431",NA,NA,NA,NA,NA,NA,"Heteromys australis Thomas, 1901","Male","Heteromys australis",2439568,"australis",32,NA,NA,2439568,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"1967-02-01",NA,NA,NA,NA,NA,"Ratón chácaro chocoano",NA,1967,2025-04-14
"221","Heteromys australis Thomas, 1901",2439568,NA,"Valle del Cauca","Cali",NA,"PRESERVED_SPECIMEN",NA,"ColeccMamif:6028","Mammalia",359,"Valle del Cauca, Cali, Colombia, SOUTH_AMERICA","UV","https://scientific-collections.gbif.org/collection/d96110c9-c2a6-4230-b764-75b16eea36c8",NA,NA,NA,"SOUTH_AMERICA",NA,1783,"Colombia",268,NA,"64a88778-8de7-4dd0-af39-2d094102cbde","Mamíferos de la colección de la Universidad del Valle",NA,24,NA,"En colección",NA,NA,NA,55,NA,"1967-02-24",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","1078917014","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84","Daniela Arenas Viveros","2014-07-14","Método Radio-Punto",NA,"Instituto Geográfico Agustín Codazzi. Sistema de información geográfico para la planeación y el ordenamiento territorial (SIGOT). 2008. Cali, escala 1:500.000, Plancha 299. Bogotá D.C.","Verificado por el custodio de los datos",NA,NA,NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,NA,"UNIVALLE:ColeccMamif:UV:06028",NA,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad del Valle (UV)","890399010-6",NA,FALSE,"CO",FALSE,"LC",1078917014,"Animalia",1,NA,"2025-01-18T00:21:14.475+00:00","2025-01-31T21:23:51.566+00:00","2025-01-31T21:23:51.566+00:00",3.444086,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,NA,"División Político-administrativa de Colombia Divipola, 20140628",NA,NA,-76.620369,NA,"2014-08-20T00:00:00.000+00:00",2,"Pichinde","Catalogue of life",NA,"ICZN","UNIVALLE:ColeccMamif:UV:06028",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Piel|cráneo",NA,NA,"EML","LATIN_AMERICA","CO","85be57ed-f187-49c9-b7ff-eaa622e06217","Lucio Velásquez","HTC-1462",NA,NA,NA,NA,NA,NA,"Heteromys australis Thomas, 1901","Male","Heteromys australis",2439568,"australis",55,NA,NA,2439568,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"1967-02-24",NA,NA,NA,NA,NA,"Ratón chácaro chocoano",NA,1967,2025-04-14
"222","Heteromys australis Thomas, 1901",2439568,NA,"Valle del Cauca","Cali",NA,"PRESERVED_SPECIMEN",NA,"ColeccMamif:6029","Mammalia",359,"Finca El Cairo, Valle del Cauca, Cali, Colombia, SOUTH_AMERICA","UV","https://scientific-collections.gbif.org/collection/d96110c9-c2a6-4230-b764-75b16eea36c8",NA,NA,NA,"SOUTH_AMERICA",NA,683,"Colombia",268,NA,"64a88778-8de7-4dd0-af39-2d094102cbde","Mamíferos de la colección de la Universidad del Valle",NA,8,NA,"En colección",NA,1800,0,67,NA,"1967-03-08",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","1078916993","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84","Daniela Arenas Viveros","2014-07-14","Método Radio-Punto",NA,"Instituto Geográfico Agustín Codazzi. Sistema de información geográfico para la planeación y el ordenamiento territorial (SIGOT). 2008. Cali, escala 1:500.000, Plancha 299. Bogotá D.C.","Verificado por el custodio de los datos",NA,NA,NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,NA,"UNIVALLE:ColeccMamif:UV:06029",NA,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad del Valle (UV)","890399010-6",NA,FALSE,"CO",FALSE,"LC",1078916993,"Animalia",1,NA,"2025-01-18T00:21:14.475+00:00","2025-01-31T21:23:51.566+00:00","2025-01-31T21:23:51.566+00:00",3.444086,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"Finca El Cairo","División Político-administrativa de Colombia Divipola, 20140628",NA,NA,-76.620369,NA,"2014-08-20T00:00:00.000+00:00",3,"Pichinde","Catalogue of life",NA,"ICZN","UNIVALLE:ColeccMamif:UV:06029",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Cráneo",NA,NA,"EML","LATIN_AMERICA","CO","85be57ed-f187-49c9-b7ff-eaa622e06217","Lucio Velásquez","HTC-1483",NA,NA,NA,NA,NA,NA,"Heteromys australis Thomas, 1901","Male","Heteromys australis",2439568,"australis",67,NA,NA,2439568,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"1967-03-08",NA,NA,NA,NA,NA,"Ratón chácaro chocoano",NA,1967,2025-04-14
"223","Heteromys australis Thomas, 1901",2439568,NA,"Valle del Cauca","Cali",NA,"PRESERVED_SPECIMEN",NA,"ColeccMamif:6032","Mammalia",359,"Finca La Flora, Valle del Cauca, Cali, Colombia, SOUTH_AMERICA","UV","https://scientific-collections.gbif.org/collection/d96110c9-c2a6-4230-b764-75b16eea36c8",NA,NA,NA,"SOUTH_AMERICA",NA,997,"Colombia",268,NA,"64a88778-8de7-4dd0-af39-2d094102cbde","Mamíferos de la colección de la Universidad del Valle",NA,30,NA,"En colección",NA,1800,0,150,NA,"1967-05-30",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","1078917010","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84","Daniela Arenas Viveros","2014-07-14","Método Radio-Punto",NA,"Instituto Geográfico Agustín Codazzi. Sistema de información geográfico para la planeación y el ordenamiento territorial (SIGOT). 2008. Cali, escala 1:500.000, Plancha 299. Bogotá D.C.","Verificado por el custodio de los datos",NA,NA,NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,NA,"UNIVALLE:ColeccMamif:UV:06032",NA,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad del Valle (UV)","890399010-6",NA,FALSE,"CO",FALSE,"LC",1078917010,"Animalia",1,NA,"2025-01-18T00:21:14.475+00:00","2025-01-31T21:23:51.551+00:00","2025-01-31T21:23:51.551+00:00",3.444086,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"Finca La Flora","División Político-administrativa de Colombia Divipola, 20140628",NA,NA,-76.620369,NA,"2014-08-20T00:00:00.000+00:00",5,"Pichinde","Catalogue of life",NA,"ICZN","UNIVALLE:ColeccMamif:UV:06032",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Piel|cráneo",NA,NA,"EML","LATIN_AMERICA","CO","85be57ed-f187-49c9-b7ff-eaa622e06217","Lucio Velásquez","HTC-1691",NA,NA,NA,NA,NA,NA,"Heteromys australis Thomas, 1901","Female","Heteromys australis",2439568,"australis",150,NA,NA,2439568,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,"1967-05-30",NA,NA,NA,NA,NA,"Ratón chácaro chocoano",NA,1967,2025-04-14
"224","Heteromys australis Thomas, 1901",2439568,NA,"Valle del Cauca","Dagua",NA,"PRESERVED_SPECIMEN",NA,"ColeccMamif:9713","Mammalia",359,"El Jordan, Valle del Cauca, Dagua, Colombia, SOUTH_AMERICA","UV","https://scientific-collections.gbif.org/collection/d96110c9-c2a6-4230-b764-75b16eea36c8",NA,NA,NA,"SOUTH_AMERICA",NA,1773,"Colombia",268,NA,"64a88778-8de7-4dd0-af39-2d094102cbde","Mamíferos de la colección de la Universidad del Valle",NA,23,NA,"En colección",NA,1900,0,235,NA,"1967-08-23",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Colombia","1078916920","LATIN_AMERICA","Heteromys","Heteromys",2439567,"WGS84","Daniela Arenas Viveros","2014-07-11","Método Radio-Punto",NA,"Instituto Geográfico Agustín Codazzi. Sistema de información geográfico para la planeación y el ordenamiento territorial (SIGOT). 2008. Cali, escala 1:500.000, Plancha 279, 299. Bogotá D.C.","Verificado por el custodio de los datos",NA,NA,NA,NA,"c4f66525-4d36-4c18-82ac-98e088f54db4",NA,NA,NA,NA,NA,NA,NA,"UNIVALLE:ColeccMamif:UV:09713",NA,NA,"68845aab-a453-4816-b36d-a3ec8455deb0","Universidad del Valle (UV)","890399010-6",NA,FALSE,"CO",FALSE,"LC",1078916920,"Animalia",1,NA,"2025-01-18T00:21:14.475+00:00","2025-01-31T21:23:52.197+00:00","2025-01-31T21:23:52.197+00:00",3.515574,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"El Jordan","División Político-administrativa de Colombia Divipola, 20140628",NA,NA,-76.698932,NA,"2014-08-20T00:00:00.000+00:00",8,NA,"Catalogue of life",NA,"ICZN","UNIVALLE:ColeccMamif:UV:09713",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Piel|cráneo",NA,NA,"EML","LATIN_AMERICA","CO","85be57ed-f187-49c9-b7ff-eaa622e06217","Lucio Velásquez","HTC-1922",NA,NA,NA,NA,NA,NA,"Heteromys australis Thomas, 1901","Female","Heteromys australis",2439568,"australis",235,NA,NA,2439568,"ACCEPTED","SPECIES",NA,NA,NA,NA,"2450","1967-08-23",NA,NA,NA,NA,NA,"Ratón chácaro chocoano",NA,1967,2025-04-14
"225","Heteromys australis pacificus Pearson, 1939",4263271,NA,"Darien",NA,NA,"PRESERVED_SPECIMEN",NA,"USNM 363182","Mammalia",359,"Jaque, Junction Rio Jaque And Imamado, Darien, Panama, NORTH_AMERICA","MAMM","urn:uuid:59e56a59-8615-4e0c-841d-eb88f3876b22","c0e59491-e319-4822-90bf-3e3c6fbd4a13",NA,NA,"NORTH_AMERICA",NA,NA,"Panama",443,NA,"821cc27a-e3bb-4bc5-ac34-89ada245069d","NMNH Extant Biology",NA,27,NA,NA,NA,NA,NA,58,NA,"1966-02-27",NA,NA,NA,NA,"Heteromyidae",5504,NA,NA,NA,"Panama","1319599468","LATIN_AMERICA","Heteromys","Heteromys",2439567,NA,NA,NA,NA,NA,NA,NA,"Ecological remarks by collector(s): yes","Animalia, Chordata, Vertebrata, Mammalia, Eutheria, Rodentia, Castorimorpha, Heteromyidae, Heteromyinae","North America, Panama, Darien",NA,"bc092ff0-02e4-11dc-991f-b8a03c50a862",NA,NA,NA,NA,NA,NA,NA,"http://n2t.net/ark:/65665/36a07690e-4b60-4f4f-bfd5-142a7beb0b8b",1,"pacificus","b2ff19b5-d74f-40d2-82f1-ec5db01e8e31","USNM","urn:lsid:biocol.org:col:34871","586ee56e-b0fe-4dff-b7f9-aeb104f3308a",FALSE,"PA",FALSE,NA,1319599468,"Animalia",1,NA,"2025-04-02T10:12:38.616+00:00","2025-04-02T13:10:45.944+00:00","2025-04-02T13:10:45.944+00:00",NA,"http://creativecommons.org/publicdomain/zero/1.0/legalcode",NA,"Jaque, Junction Rio Jaque And Imamado",NA,NA,NA,NA,NA,"2021-08-09T14:49:00.000+00:00",2,NA,NA,NA,NA,"http://n2t.net/ark:/65665/36a07690e-4b60-4f4f-bfd5-142a7beb0b8b",NA,"PRESENT","Rodentia",1459,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chordata",44,"Skin; Skull",NA,NA,"EML","NORTH_AMERICA","US","bc092ff0-02e4-11dc-991f-b8a03c50a862","F. Greenwell & T. Fleming","850",NA,NA,NA,NA,NA,NA,"Heteromys australis pacificus Pearson, 1939","Female","Heteromys australis",2439568,"australis",58,NA,NA,4263271,"ACCEPTED","SUBSPECIES",NA,NA,NA,NA,NA,"27 Feb 1966",NA,NA,NA,NA,NA,NA,NA,1966,2025-04-14
